template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00381.jpg,778,417,116,296,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00481.jpg,461,280,176,436
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00391.jpg,688,389,115,323,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00491.jpg,469,307,169,408
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00401.jpg,610,371,114,338,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00501.jpg,523,304,130,398
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00411.jpg,562,368,114,345,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00511.jpg,543,296,112,387
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00421.jpg,525,343,122,317,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00521.jpg,542,303,121,365
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00431.jpg,513,304,124,356,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00531.jpg,547,318,126,343
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00441.jpg,497,271,140,412,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00541.jpg,552,331,125,324
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00451.jpg,493,258,153,443,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00551.jpg,554,338,124,295
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00461.jpg,491,259,156,454,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00561.jpg,546,340,122,268
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00471.jpg,482,268,161,450,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00571.jpg,553,356,119,245
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00481.jpg,461,280,176,436,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00581.jpg,584,411,102,281
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00491.jpg,469,307,169,408,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Alladin/img/00591.jpg,607,429,98,247
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00001.jpg,173,312,96,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00101.jpg,207,190,68,54
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00011.jpg,196,305,78,56,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00111.jpg,164,205,79,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00021.jpg,207,291,75,56,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00121.jpg,122,283,64,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00031.jpg,211,274,75,56,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00131.jpg,78,349,64,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00041.jpg,196,267,86,56,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00141.jpg,61,359,75,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00051.jpg,182,267,95,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00151.jpg,63,345,75,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00061.jpg,194,256,95,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00161.jpg,92,326,75,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00071.jpg,214,245,86,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00171.jpg,130,323,75,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00081.jpg,232,251,75,54,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00181.jpg,170,324,79,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00091.jpg,253,222,56,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00191.jpg,187,313,71,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00101.jpg,207,190,68,54,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00201.jpg,191,306,67,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00111.jpg,164,205,79,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00211.jpg,165,296,62,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00121.jpg,122,283,64,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00221.jpg,134,300,83,60
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00131.jpg,78,349,64,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00231.jpg,83,336,59,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00141.jpg,61,359,75,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00241.jpg,45,378,51,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00151.jpg,63,345,75,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00251.jpg,6,423,74,65
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00161.jpg,92,326,75,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00261.jpg,0,430,70,67
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00171.jpg,130,323,75,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00271.jpg,0,431,66,61
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00181.jpg,170,324,79,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00281.jpg,0,434,68,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00191.jpg,187,313,71,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00291.jpg,0,425,74,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00201.jpg,191,306,67,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00301.jpg,1,416,82,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00211.jpg,165,296,62,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00311.jpg,11,425,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00221.jpg,134,300,83,60,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00321.jpg,22,439,82,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00231.jpg,83,336,59,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00331.jpg,29,404,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00241.jpg,45,378,51,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00341.jpg,16,376,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00251.jpg,6,423,74,65,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00351.jpg,3,379,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00261.jpg,0,430,70,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00361.jpg,43,384,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00271.jpg,0,431,66,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00371.jpg,131,387,79,55
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00281.jpg,0,434,68,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00381.jpg,199,373,69,55
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00291.jpg,0,425,74,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00391.jpg,251,345,42,55
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00301.jpg,1,416,82,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00401.jpg,210,327,55,60
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00311.jpg,11,425,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00411.jpg,147,330,83,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00321.jpg,22,439,82,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00421.jpg,160,329,83,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00331.jpg,29,404,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00431.jpg,160,327,83,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00341.jpg,16,376,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00441.jpg,162,325,83,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00351.jpg,3,379,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00451.jpg,182,349,83,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00361.jpg,43,384,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00461.jpg,193,376,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00371.jpg,131,387,79,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00471.jpg,207,415,83,59
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00381.jpg,199,373,69,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00481.jpg,214,422,77,67
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00391.jpg,251,345,42,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00491.jpg,209,382,39,87
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00401.jpg,210,327,55,60,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00501.jpg,155,363,54,87
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00411.jpg,147,330,83,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00511.jpg,107,353,63,75
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00421.jpg,160,329,83,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00521.jpg,80,342,79,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00431.jpg,160,327,83,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00531.jpg,83,327,78,60
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00441.jpg,162,325,83,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00541.jpg,107,314,59,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00451.jpg,182,349,83,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00551.jpg,90,278,59,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00461.jpg,193,376,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00561.jpg,50,261,80,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00471.jpg,207,415,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00571.jpg,76,233,68,58
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00481.jpg,214,422,77,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00581.jpg,81,236,47,51
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00491.jpg,209,382,39,87,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium1/img/00591.jpg,61,234,47,51
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00001.jpg,290,330,131,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00101.jpg,623,370,120,70
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00011.jpg,318,335,131,83,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00111.jpg,657,374,124,70
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00021.jpg,343,346,131,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00121.jpg,693,377,124,70
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00031.jpg,373,348,131,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00131.jpg,728,376,122,71
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00041.jpg,408,350,131,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00141.jpg,763,375,120,71
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00051.jpg,443,352,131,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00151.jpg,799,377,112,71
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00061.jpg,475,354,131,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00161.jpg,827,373,103,71
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00071.jpg,507,355,131,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00171.jpg,853,370,95,69
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00081.jpg,551,361,119,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00181.jpg,876,369,88,64
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00091.jpg,590,366,115,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00191.jpg,894,366,86,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00101.jpg,623,370,120,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00201.jpg,911,362,86,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00111.jpg,657,374,124,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00211.jpg,928,359,87,63
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00121.jpg,693,377,124,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00221.jpg,943,358,93,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00131.jpg,728,376,122,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00231.jpg,958,356,100,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00141.jpg,763,375,120,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00241.jpg,980,353,95,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00151.jpg,799,377,112,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00251.jpg,1008,349,80,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00161.jpg,827,373,103,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00261.jpg,1045,348,50,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00171.jpg,853,370,95,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00271.jpg,1059,349,44,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00181.jpg,876,369,88,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00281.jpg,1050,352,61,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00191.jpg,894,366,86,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00291.jpg,1038,354,81,62
/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00201.jpg,911,362,86,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TinyTLP/Aquarium2/img/00301.jpg,1020,355,101,62
