template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0386.jpg,275,236,96,84,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0411.jpg,280,194,109,85,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0192.jpg,307,199,147,122,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0217.jpg,362,183,120,102,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0277.jpg,274,206,108,91,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0302.jpg,236,180,103,88,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0163.jpg,231,175,91,72,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0188.jpg,210,141,93,74,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0316.jpg,325,199,94,77,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0341.jpg,222,208,79,65,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0024.jpg,183,225,83,70,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0049.jpg,209,277,88,69,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0253.jpg,215,272,102,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0278.jpg,328,186,99,123,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0236.jpg,330,183,95,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0261.jpg,286,267,102,116,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0345.jpg,286,179,98,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0370.jpg,320,235,104,120,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0049.jpg,333,151,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0074.jpg,324,149,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0059.jpg,339,151,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0084.jpg,324,150,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0170.jpg,446,174,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0195.jpg,461,171,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0188.jpg,330,75,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0213.jpg,332,92,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0190.jpg,331,80,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0215.jpg,328,92,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0175.jpg,307,81,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0200.jpg,352,79,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0563.jpg,202,150,31,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0588.jpg,267,145,42,53,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0567.jpg,199,163,31,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0592.jpg,255,183,42,53,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0244.jpg,242,175,30,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0269.jpg,163,187,30,37,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0832.jpg,179,85,20,17,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0857.jpg,174,85,20,16,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0505.jpg,103,88,18,16,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0530.jpg,105,86,18,16,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0131.jpg,55,81,34,28,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0156.jpg,46,82,31,26,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0485.jpg,98,83,50,40,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0510.jpg,114,78,49,41,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0819.jpg,188,78,46,41,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0844.jpg,190,75,48,41,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0647.jpg,197,76,48,41,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0672.jpg,190,75,47,41,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2069.jpg,59,112,43,41,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2094.jpg,61,115,41,39,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2889.jpg,84,113,51,48,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2914.jpg,84,115,51,48,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2215.jpg,101,120,38,35,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2240.jpg,97,115,38,35,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0274.jpg,185,69,70,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0299.jpg,200,69,57,45,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0388.jpg,225,72,65,50,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0413.jpg,231,69,55,45,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0601.jpg,227,64,85,66,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0626.jpg,250,61,87,72,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0316.jpg,151,127,30,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0341.jpg,138,126,30,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0014.jpg,81,123,29,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0039.jpg,91,123,29,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0242.jpg,118,123,31,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0267.jpg,131,122,30,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0009.jpg,20,169,43,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0034.jpg,51,172,45,26,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0090.jpg,79,175,59,29,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0115.jpg,85,175,64,34,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0053.jpg,72,171,47,25,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0078.jpg,81,175,55,25,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0386.jpg,125,128,41,75,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0411.jpg,115,119,38,71,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0340.jpg,150,129,29,53,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0365.jpg,137,128,24,40,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0092.jpg,158,145,45,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0117.jpg,133,114,34,58,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0264.jpg,295,282,48,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0289.jpg,270,133,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0035.jpg,338,228,48,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0060.jpg,390,185,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0206.jpg,234,181,48,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0231.jpg,276,180,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0081.jpg,134,55,23,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0106.jpg,181,21,26,86,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0036.jpg,119,23,27,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0061.jpg,126,11,25,84,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0050.jpg,102,30,27,77,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0075.jpg,95,40,24,88,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0002.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0027.jpg,144,63,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0054.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0079.jpg,144,63,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0106.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0131.jpg,114,66,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0004.jpg,199,150,18,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0029.jpg,171,134,19,49,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0054.jpg,150,120,16,46,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0079.jpg,116,110,16,42,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0093.jpg,94,103,17,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0118.jpg,58,94,14,34,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0191.jpg,38,319,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0216.jpg,36,319,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0218.jpg,36,319,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0243.jpg,36,316,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0044.jpg,423,317,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0069.jpg,339,330,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0162.jpg,178,16,68,156,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0187.jpg,176,31,64,128,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0190.jpg,176,43,69,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0215.jpg,146,29,69,116,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0014.jpg,147,76,42,98,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0039.jpg,139,59,40,93,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0095.jpg,132,66,39,137,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0120.jpg,144,61,54,143,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0048.jpg,155,64,50,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0073.jpg,170,60,45,143,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0015.jpg,127,72,42,134,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0040.jpg,142,48,45,160,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0215.jpg,170,50,45,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0240.jpg,163,64,51,67,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0252.jpg,136,53,54,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0277.jpg,139,66,51,65,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0190.jpg,145,72,36,45,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0215.jpg,170,50,45,59,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0296.jpg,17,83,27,31,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0321.jpg,18,83,28,32,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0213.jpg,149,76,27,33,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0238.jpg,102,77,28,33,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0208.jpg,151,75,29,34,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0233.jpg,105,77,29,33,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0082.jpg,393,189,40,149,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0107.jpg,367,197,40,149,1,1,0,0,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0111.jpg,369,205,40,149,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0136.jpg,469,207,40,141,1,1,0,0,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0053.jpg,269,190,37,138,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0078.jpg,381,194,38,144,1,1,0,0,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0024.jpg,267,114,86,53,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0049.jpg,319,95,88,60,1,0,1,1,0,1,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0026.jpg,289,66,83,52,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0051.jpg,319,103,86,57,1,0,1,1,0,1,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0025.jpg,279,85,82,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Deer/img/0050.jpg,318,95,90,62,1,0,1,1,0,1,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0188.jpg,156,103,60,74,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0213.jpg,135,72,81,103,0,1,0,1,0,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0124.jpg,166,56,44,72,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0149.jpg,161,61,72,49,0,1,0,1,0,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0041.jpg,160,70,45,116,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Diving/img/0066.jpg,157,92,45,122,0,1,0,1,0,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0029.jpg,59,97,44,34,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0054.jpg,84,106,32,27,0,1,0,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0015.jpg,70,97,41,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0040.jpg,65,105,35,31,0,1,0,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0045.jpg,69,108,34,27,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog/img/0070.jpg,117,114,27,22,0,1,0,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/0065.jpg,190,102,52,36,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/0090.jpg,172,99,53,36,0,0,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/0521.jpg,182,95,62,43,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/0546.jpg,178,83,59,42,0,0,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/1153.jpg,172,74,87,62,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dog1/img/1178.jpg,183,89,68,48,0,0,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/2028.jpg,156,103,47,91,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/2053.jpg,116,151,45,88,0,0,0,1,1,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/2696.jpg,156,117,47,97,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/2721.jpg,171,149,46,93,0,0,0,1,1,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/1496.jpg,196,172,40,79,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Doll/img/1521.jpg,214,114,43,85,0,0,0,1,1,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0063.jpg,181,102,65,76,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0088.jpg,168,115,74,114,0,0,1,1,0,0,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0011.jpg,145,59,65,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0036.jpg,226,70,72,80,0,0,1,1,0,0,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0081.jpg,117,164,96,129,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/DragonBaby/img/0106.jpg,159,84,58,64,0,0,1,1,0,0,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0392.jpg,175,92,150,194,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0417.jpg,185,95,144,194,1,1,1,1,0,0,0,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0419.jpg,185,95,144,194,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0444.jpg,185,95,144,194,1,1,1,1,0,0,0,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0289.jpg,212,124,149,204,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dudek/img/0314.jpg,161,96,157,204,1,1,1,1,0,0,0,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0379.jpg,75,76,117,167,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0404.jpg,95,88,113,146,0,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0773.jpg,88,83,121,144,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0798.jpg,95,97,119,141,0,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0490.jpg,95,99,132,151,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/FaceOcc1/img/0515.jpg,86,101,154,158,0,0,0,0,0,0,0,1,0,0,0
